Date_Created,Tweet_ID,Language
Wed Apr 01 18:06:02 +0000 2020,1245412120407072768,es
Wed Apr 01 15:44:03 +0000 2020,1245376389588680707,en
Wed Apr 01 19:16:56 +0000 2020,1245429962212950017,en
Wed Apr 01 23:31:25 +0000 2020,1245494002562076672,es
Wed Apr 01 09:47:36 +0000 2020,1245286685224493056,en
Wed Apr 01 05:59:14 +0000 2020,1245229213835124737,en
Wed Apr 01 16:54:16 +0000 2020,1245394056793866245,es
Wed Apr 01 15:38:17 +0000 2020,1245374936970977280,en
Wed Apr 01 16:56:33 +0000 2020,1245394631619006466,zh
Wed Apr 01 02:41:30 +0000 2020,1245179453577232386,en
Wed Apr 01 20:46:22 +0000 2020,1245452469657731072,en
Wed Apr 01 18:33:06 +0000 2020,1245418930702651392,es
Wed Apr 01 22:46:06 +0000 2020,1245482598543036416,es
Wed Apr 01 17:37:54 +0000 2020,1245405038064828418,en
Wed Apr 01 03:27:55 +0000 2020,1245191135472971777,en
Wed Apr 01 15:21:56 +0000 2020,1245370821247410176,und
Wed Apr 01 05:34:56 +0000 2020,1245223100666396673,tl
Wed Apr 01 17:32:57 +0000 2020,1245403795082731521,en
Wed Apr 01 11:36:05 +0000 2020,1245313983571255297,ru
Wed Apr 01 21:22:50 +0000 2020,1245461647386464257,en
Wed Apr 01 18:55:13 +0000 2020,1245424495701213186,ca
Wed Apr 01 02:46:34 +0000 2020,1245180727509073921,en
Wed Apr 01 07:59:08 +0000 2020,1245259389201715201,en
Wed Apr 01 14:05:14 +0000 2020,1245351521136463872,und
Wed Apr 01 06:16:51 +0000 2020,1245233648770506758,en
